Level code,University,City,Courses,Faculty,Int fees,Local fees,Currency,Currency Time,Duration,Duration Time,Prerequiste_1,Prerequiste_2,Prerequiste_3,Prerequiste_1_grade,Prerequiste_2_grade,Prerequiste_3_grade,Website,course_lang,Availability,Description,Career outcomes,Country,Online,Offline,Distance,Face to face,Blended,Remarks
GDIP,Victoria University,,Graduate Diploma in Early Childhood Education,College of Arts and Education,,,AUD,Year,,Year,IELTS,,,": Overall 7.0 with Listening 7.5, Reading 6.5, Writing 6.5, Speaking 7.5. OR the following sc",,,https://www.vu.edu.au/courses/international/EGEC,English,A,"Launch a rewarding and in-demand career, with VU's one-year Graduate Diploma of Early Childhood Education. Our graduate diploma allows graduates of degree programs to become early-childhood teachers. You'll engage with units focused on children from birth to five years, learning how teaching practice can include children and families as capable participants in education.","public or private kindergartens (preschool)/ long-day-care centres/ early-childhood centres in the state of Victoria, Australia.",Australia,Yes,Yes,,Yes,Yes,
GCERT,Victoria University,Footscray Park,Graduate Certificate in Education,College of Arts and Education,"13,500",,AUD,Year,0.5,Year,IELTS,,,6.5,,,https://www.vu.edu.au/courses/international/ETED,English,A,"Gain an advanced knowledge of learning and teaching applicable to the education sector, community, government and industry. This certificate is the first step in our graduate program in education. It is tailored to trainers and teachers in education, community, government and industry. Our graduate education course gives you an overview of the latest high-level education theory. You’ll learn contemporary ideas and techniques in:",education professional in schools or other settings/ manager in specialist education/ workplace trainer.,Australia,Yes,Yes,,Yes,Yes,
GDIP,Victoria University,Footscray Park,Graduate Diploma in Education,College of Arts and Education,"13,500",,AUD,Year,1,Year,IELTS,,,6.5,,,https://www.vu.edu.au/courses/international/EGED,English,A,"Gain advanced skills and knowledge for a variety of education settings. The Graduate Diploma of Education extends your career prospects into new and exciting areas. This course is designed to meet the needs of trainers and teachers in education, community, government and industry. It builds on your qualifications or experience – preparing you for higher roles. The course provides a perfect mix of hands-on practice and education theory. You’ll gain the confidence and skill set needed to lead school or workplace programs.",education professional in schools or other settings/ manager in specialist education/ policy maker or developer/ workplace trainer.,Australia,Yes,Yes,,Yes,Yes,
MST,Victoria University,Footscray Park,Master of Education,,"13,900",,AUD,Year,2,Years,,,,,,,https://www.vu.edu.au/courses/international/HRED,English,A,,commissioning editor for a specialist academic journal/ presenting at different conferences and travel throughout Australia and around the world/ employment with a university conducting research/ visiting key international research institutes.,Australia,Yes,Yes,,Yes,Yes,
MST,Victoria University,Footscray Park,Master of Education,College of Arts and Education,"13,500",,AUD,Year,2,Years,IELTS,,,6.5,,,https://www.vu.edu.au/courses/international/EMED,English,A,"Build on your education experience by studying the latest theory and research with a Master of Education from Victoria University. This flexible coursework program is underpinned by a strong commitment to and focus on, social justice, sustainability and ethical action. You will gain the skills and confidence to address educational challenges and opportunities in education, community, government and industry. Learning from passionate and experienced educators, you'll gain advanced knowledge about the theory and practice of learning and teaching. This course is designed for teachers, principals, community educators, youth workers, policy-makers or any professional whose work has an educational component or responsibility.",education in schools or other settings / policy making and development/ training in the workplace.,Australia,Yes,Yes,,Yes,Yes,
MST,Victoria University,Footscray ParkWerribee,Master of Engineering (By Research),,"16,550",,AUD,Year,2,Years,,,,,,,https://www.vu.edu.au/courses/international/ERIT,English,A,Develop your knowledge and focus your practical skills on a specific research area in engineering with the Master of Engineering (by Research). As part of this course you'll increase your knowledge and practical skills with a research project in a specific area of engineering. Our College of Engineering and Science has high-tech engineering labs and a very strong research community.,"power generation, transmission, distribution, management and control/ managing, designing and developing telecommunication network systems/ microelectronic and electronic design/ water-related government organisations and private firms.",Australia,Yes,Yes,,Yes,Yes,
MST,Victoria University,Footscray Park,Master of Engineering,College of Engineering and Science,"17,250",,AUD,Year,2,Years,IELTS,,,6.5,,,https://www.vu.edu.au/courses/international/NMEN,English,A,"Gain specialised skills in electrical power, telecommunications, process engineering or water management and aim for a top engineering career with the Master of Engineering. The Master of Engineering prepares you for work in fast-growing industries, with a strong emphasis on real-world problem-solving and international trends. You’ll acquire targeted skills through a combination of coursework, design exercises and research. You’ll have the chance to develop and implement innovative telecommunication or power-distribution solutions, with real-world applications.","power generation, transmission, distribution, management and control/ managing, designing and developing telecommunication network systems/ microelectronic and electronic design/ water-related government organisations and private firms.",Australia,Yes,Yes,,Yes,Yes,
GCERT,Victoria University,City Flinders,Graduate Certificate in Enterprise and Resource Planning Systems,Victoria University Business School,"14,850",,AUD,Year,0.5,Year,IELTS,,,6.5,,,https://www.vu.edu.au/courses/international/BTEN,English,A,"Get job-ready for a career in SAP solutions, with our world-leading graduate program in ERP systems. If you are interested in a career using SAP software, VU is the place to study for it. We have the most comprehensive postgraduate program in Australia, with strong industry connections. We offer hands-on experience and 24-hour online access to SAP. Our course covers:",construction/ customer-relationship management/ finance/ manufacturing/ marketing/ sporting industries/ tourism.,Australia,Yes,Yes,,Yes,Yes,
MST,Victoria University,City Flinders,Master of Enterprise Resource Planning Management,Victoria University Business School,"14,850",,AUD,Year,1.5,Years,IELTS,,,6.5,,,https://www.vu.edu.au/courses/international/BMEP,English,A,"Achieve a lucrative position as a SAP specialist in the growing world of digital-resource management, with our world-class Master of Enterprise Resource Planning Management. Our program gives you specialised and sought-after expertise. It is highly valued in the industry, as the only course at this level in Australia. We have strong industry connections, offering real-world experience and networking opportunities. During your study, you’ll develop practical, up-to-date knowledge of SAP software. We offer hands-on experience and online access to SAP programs.",construction/ customer relationship management/ finance/ manufacturing/ marketing/ sporting industries/ tourism.,Australia,Yes,Yes,,Yes,Yes,
MST,Victoria University,City Flinders,Master of Health Science (Osteopathy),College of Health and Biomedicine,"18,350",,AUD,Year,1.5,Years,IELTS,,,6.5,,,https://www.vu.edu.au/courses/international/HMHO,English,A,"Become a skilled healthcare professional, eligible to practise and register as an osteopath, with a Master of Health Science from VU. This course will equip you with the knowledge and diagnostic skills to confidently begin your osteopathy career. VU offers one of only three accredited osteopathy programs in Australia. This masters follows on from the Bachelor of Science (Osteopathy). Together, the courses provide eligibility for registration to practice as an osteopath.",private clinics/ hospitals/ maternal health centres/ community organisations.,Australia,Yes,Yes,,Yes,Yes,
ADIP,Victoria University,Footscray Nicholson,Advanced Diploma of Hospitality Management,VU Polytechnic,"6,300",,AUD,Year,1.5,Years,IELTS,,,") to measure the language proficiency of people who want to study with us. As part of this test, applicants must attain a minimum",,,https://www.vu.edu.au/courses/international/SIT60316,English,A,"Turn your passion for hospitality into a rewarding career and get qualified for senior management positions in the industry. You’ll learn and apply your skills in our fully equipped hospitality training centre under the guidance of passionate industry experts. You will develop advanced skills in hospitality operations and leadership, including: During your course you will have access to leading industry standard software, including Opera Property used in many leading hotels throughout Australia. You will learn the skills to use the system and manage hotel front office operations, including creating reservations, managing accounts and check out.",area manager or operations manager/ café owner or manager/ club secretary or manager/ food and beverage manager/ motel owner or manager/ rooms division manager.,Australia,Yes,Yes,,Yes,Yes,
MST,Victoria University,City Flinders,Master of Industrial Relations and Human Resource Management,Victoria University Business School,"14,850",,AUD,Year,1.5,Years,IELTS,,,6.5,,,https://www.vu.edu.au/courses/international/BMIH,English,A,"Become a leader in human-resource and industrial-relation management. This program is designed for people with relevant experience – letting you complete a masters degree in a shorter timeframe. If you are passionate about supporting people in their work environment and want to progress to a challenging leadership role, this course will put you on track. Our specialised masters teaches the latest theory in modern industrial-relations (IR) and human-resource (HR) management. These are highly sought-after skills, making this area an excellent career choice.",human resource executive/ employee relations manager/ industrial relations manager/ union official or representative.,Australia,Yes,Yes,,Yes,Yes,
GCERT,Victoria University,Footscray Park,Graduate Certificate in International Community Development	,College of Arts and Education,"12,000",,AUD,Year,0.5,Year,IELTS,,,6.5,,,https://www.vu.edu.au/courses/international/ATID,English,A,"Further your career in international humanitarian and development aid with the Graduate Certificate in International Community Development. This practical postgraduate program offers you a personalised education, including workplace training, for a career in community development in the local and international arena. You’ll gain a thorough understanding of community development by exploring key theories, as well as ethical, socially responsible and sustainable practices. You’ll also learn about the impact of globalisation, conflict resolution and international organisation governance.","international consultant (within human rights, gender, poverty reduction or project evaluation)/ international project manager (e.g. Australian Red Cross and World Vision)/ government employee (e.g. local or federal government)/ community development educator/ international project manager/ journalist/ researcher.",Australia,Yes,Yes,,Yes,Yes,
GDIP,Victoria University,Footscray Park,Graduate Diploma in International Community Development	,College of Arts and Education,"12,000",,AUD,Year,1,Year,IELTS,,,6.5,,,https://www.vu.edu.au/courses/international/AGID,English,A,,"international and regional consultant in human rights, gender, poverty reduction and project evaluation/ project manager with international, government and local organisations such as Australian Red Cross, Save the Children, Asylum Seekers Resource Centre/ leaders and advisers in government/ community development educator and trainer/ journalist/ activist/ academic and researcher.",Australia,Yes,Yes,,Yes,Yes,
MST,Victoria University,Footscray Park,Master of International Community Development,College of Arts and Education,"12,000",,AUD,Year,2,Years,IELTS,,,6.5,,,https://www.vu.edu.au/courses/international/AMCD,English,A,"Become a leader in social change, human rights and sustainable development at a global or local level, with the Master of International Community Development. This unique, popular program offers you a personalised education. It includes practical on-site learning and deep engagement with communities and experts in the field. The perfect mix of study and practical experience will have you job-ready for a fulfilling career. Key study areas include:","international and regional consultant in human rights, gender, poverty reduction and project evaluation/ project manager with international, government and local organisations such as Australian Red Cross, Save the Children, Asylum Seekers Resources Centre/ leaders and advisers in government/ community development educator and trainer/ journalist/ activist/ academic and researcher.",Australia,Yes,Yes,,Yes,Yes,
MST,Victoria University,City Queen,Master of Laws (By Research),,"17,200",,AUD,Year,2,Years,,,,,,,https://www.vu.edu.au/courses/international/BMLT,English,A,"Become an expert in an area of the law that engages your interest or stirs your passion. Our Master of Laws (by Research) allows in-depth study of a legal topic. VU offers support and guidance from leading legal researchers. For your masters degree, you’ll complete a major thesis, worthy of publication, under expert supervision. Our research program maintains strong links with public-sector authorities such as the Department of Justice, as well as private law firms – offering access to real-world scenarios for investigation.","A Master of Laws will help you advance your career in academia, the law and related fields. It also opens the doors to academic or government advisory roles.",Australia,Yes,Yes,,Yes,Yes,
MST,Victoria University,City Flinders,Master of Management,Victoria University Business School,"14,850",,AUD,Year,1.5,Years,IELTS,,,6.5,,,https://www.vu.edu.au/courses/international/BMMM,English,A,"Become an expert in workplace management through study and hands-on experience. Gain the skills needed to manage project teams and lead change with the Master of Management. This course focuses on managing people, systems and projects in today’s global organisations. It allows graduates to build on their qualifications with specialised expertise. Management study areas include:",learning and development or HR development/ change management or organisation development/ leadership roles in innovation and business sustainability.,Australia,Yes,Yes,,Yes,Yes,
MST,Victoria University,City Flinders,Master of Marketing,Victoria University Business School,"14,850",,AUD,Year,1.5,Years,IELTS,,,6.5,,,https://www.vu.edu.au/courses/international/BMKM,English,A,"Become a leader in marketing with expertise and practical skills tailored to the changing dynamic and digital marketplace, with the Master of Marketing. In this course business graduates take their marketing knowledge to the next level. You’ll become an expert in developing and executing successful marketing strategies. The techniques you learn can be applied to business and not-for-profit organisations and include advanced skills in:",advertising specialist/ market research analyst/ marketing specialist/ retail manager.,Australia,Yes,Yes,,Yes,Yes,
GDIP,Victoria University,,Graduate Diploma in Migration Law,College of Law and Justice,,,AUD,Year,,Year,IELTS,,,"6.5 with no band less than 6.0 in Listening, Reading, Writing and Speaking).",,,https://www.vu.edu.au/courses/international/LGML,English,A,"Gain advanced knowledge in migration law with our practical and engaging Graduate Diploma in Migration Law. VU is Australia’s leading migration law education provider, with the longest-running program nationwide. The Graduate Diploma in Migration Law is designed for prospective migration agents, legal practitioners, HR migration specialists and government workers to build on their knowledge and become registered migration agents. Through applied research and study, you will gain the following practical knowledge and skills:",registered migration agent with the Office of the Migration Agents Registration Authority (OMARA)/ specialised migration lawyer/ community law advisor/ human resource assessors and advisers/ policy work in government and industry.,Australia,Yes,Yes,,Yes,Yes,
MST,Victoria University,St Albans,Master of Nursing (By Research),,"14,350",,AUD,Year,2,Years,,,,,,,https://www.vu.edu.au/courses/international/HRNR,English,A,"Conduct original research and contribute to the healthcare field with a Master of Nursing (By Research) at Victoria University. This course is designed for registered nurses with a demonstrated ability to conduct extensive study and research in a focused area of nursing. It will allow you to make new discoveries and ultimately improve the health of individuals, families and communities. You’ll plan, undertake and disseminate rigorous research into a specialised area of nursing. The course will provide you with excellent professional development as well as make a contribution to knowledge and clinical practice in nursing.","Through the research skills and knowledge you gain in this course, you will be able to provide leadership as a nurse at a local, national and international level.",Australia,Yes,Yes,,Yes,Yes,
GDIP,Victoria University,Footscray Park,Graduate Diploma in Project Management,College of Engineering and Science,"16,100",,AUD,Year,1,Year,IELTS,,,6.5,,,https://www.vu.edu.au/courses/international/NGPM,English,A,"Prepare for a rewarding project-management role, or learn new skills for your current project-management position, with a graduate qualification from VU. The Graduate Diploma in Project Management is one of a suite of courses designed for current or potential project managers in industry. You’ll learn specialised project management principles and techniques. You can apply the skills you learn during this course to projects in sectors including: The internationally-recognised A Guide to the Project Management Body of Knowledge (PMBOK® Guide) underpins all our project-management teaching. We  have strong industry connections, which give you access to current work-based scenarios. These combine for a practical, usable and valued skill set.",administration/ business/ construction/ engineering/ health services sector/ information technology/ public sector/ science.,Australia,Yes,Yes,,Yes,Yes,
MST,Victoria University,Footscray Park,Master of Project Management,College of Engineering and Science,"16,100",,AUD,Year,2,Years,IELTS,,,6.5,,,https://www.vu.edu.au/courses/international/NMPM,English,A,Gain a diverse and in-demand skill set for a rewarding career when you study the Master of Project Management. This course is specifically designed for current and potential project managers in industry. It equips you with advanced project management principles and techniques which can be applied across various industries. You can apply the project management skills you learn during this course to projects in sectors including:,"construction managers, via Job Outlook/ engineering managers, via Job Outlook/ ICT managers, via Job Outlook.",Australia,Yes,Yes,,Yes,Yes,
MST,Victoria University,Footscray Park,Master of Project Management,College of Engineering and Science,"16,100",,AUD,Year,2,Years,IELTS,,,6.5,,,https://www.vu.edu.au/courses/international/NMPM,English,A,Gain a diverse and in-demand skill set for a rewarding career when you study the Master of Project Management. This course is specifically designed for current and potential project managers in industry. It equips you with advanced project management principles and techniques which can be applied across various industries. You can apply the project management skills you learn during this course to projects in sectors including:,"construction managers, via Job Outlook/ engineering managers, via Job Outlook/ ICT managers, via Job Outlook.",Australia,Yes,Yes,,Yes,Yes,
MST,Victoria University,Footscray Park,Master of Science (Research),,"16,150",,AUD,Year,2,Years,,,,,,,https://www.vu.edu.au/courses/international/SRMS,English,A,Enhance your skills and knowledge with a Master of Science (Research) conducted in VU's high-tech laboratories and world-class research institutes. The Master of Science (Research) is undertaken purely by research on a topic that is agreed between the student and supervisor and is endorsed through university processes. You’ll research an area aligned with your qualifications and passions. We offer world-class opportunities for research in:,laboratory scientists/ life scientists/ software and applications programmers.,Australia,Yes,Yes,,Yes,Yes,
GDIP,Victoria University,City Flinders,Graduate Diploma in Sport Business and Integrity,College of Sport and Exercise Science,"19,200",,AUD,Year,1,Year,IELTS,,,6.5,,,https://www.vu.edu.au/courses/international/SGSI,English,A,"Turn your love of sport into a rewarding career, with a graduate qualification from our leading sport education program. The Graduate Diploma in Sport Business and Integrity will teach you to fulfil the dual responsibilities of managers in professional and community sport. You will learn to run leagues and associations, manage facilities, deliver events, and administer clubs at the highest professional level.",sport integrity manager/ community relations manager/ corporate and community partnership manager/ sport development manager/ sport planning manager.,Australia,Yes,Yes,,Yes,Yes,
MST,Victoria University,City Flinders,Master of Sport Business and Integrity,College of Sport and Exercise Science,"19,200",,AUD,Year,1.5,Years,IELTS,,,6.5,,,https://www.vu.edu.au/courses/international/SMSI,English,A,"Gain the professional and personal skills to succeed in the global sport business industry with a Master of Sport Business and Integrity at Victoria University. This course prepares you for the pressures and complexity of contemporary sport management. You will gain high-level skills and knowledge to implement and deliver sport programs that: With integrity an increasing concern in global sport business, this course will prepare you for expanding career opportunities in the industry.","international agencies/ national, state and local government/ the private sector/ the non-profit sector.",Australia,Yes,Yes,,Yes,Yes,
MST,Victoria University,City Flinders,Master of Supply Chain Management,Victoria University Business School,"15,300",,AUD,Year,1.5,Years,IELTS,,,6.5,,,https://www.vu.edu.au/courses/international/BMSP,English,A,"Get a hands-on, world-class education in supply chain management. Benefit from industry experience and our top research centre to become a logistics professional. Our Master of Supply Chain Management offers exceptional opportunities to gain industry knowledge and skills. Many of our lecturers are practising professionals, with current, relevant experience. You’ll also have access to a world-class research program. You’ll study all the fundamentals of supply chain management. You’ll graduate with a well-honed skill set to support the supply chain, including:",supply chain manager/ logistics professional/ global procurement specialist/ sourcing/distribution manager/ enterprise resource planning developer/ project leader/ transport coordinator/ warehouse supervisor/ import/export manager/ customs manager.,Australia,Yes,Yes,,Yes,Yes,
MST,Victoria University,Footscray Nicholson,Master of Teaching (Primary Education),College of Arts and Education,"13,500",,AUD,Year,2,Years,IELTS,,,(,,,https://www.vu.edu.au/courses/international/EMPE,English,A,"Prepare for a rewarding career as a primary school teacher with the practical experience offered through a Master of Teaching (Primary Education) at Victoria University. Refine your craft as a teacher by engaging in informed classroom discussions and undertaking practical research. This course will prepare you to teach in all areas of the primary curriculum. It includes scope to pursue specialist studies in literacy, numeracy and science. You will gain significant professional experience to prepare you for the real world of teaching. Through our extensive partnerships, you will undertake 60+ days of supervised teaching practice in a primary school.",special-education teacher/ educational-publishing editor or writer/ museum or gallery educator/ tutor/ school-holiday program or aftercare coordinator/ education-supply liaison officer.,Australia,Yes,Yes,,Yes,Yes,
MST,Victoria University,Footscray Nicholson,Master of Teaching (Secondary Education),College of Arts and Education,"13,500",,AUD,Year,2,Years,IELTS,,,(,,,https://www.vu.edu.au/courses/international/EMES,English,A,"Prepare for a rewarding career as a secondary school teacher with the practical experience offered through a Master of Teaching (Secondary Education) at Victoria University. You will gain significant workplace experience to prepare you for the real world of teaching. Through our extensive partnerships, you will undertake supervised teaching placements and have access to many professional-experience opportunities. Our classes are smaller than many other universities', allowing our tutors to tailor the learning experience to our students. As education experts, we understand how students learn best. You won't be asked to sit in large lectures and take regular tests. Instead, you'll learn in practical workshops, with applicable tasks that prepare you to be an excellent teacher, such as creating lesson plans and presenting relevant research findings.",business/ computing/ creativity and the arts/ English/ health/ humanities/ languages other than English (LOTE)/ mathematics/ music/ outdoor education/ physical education/ psychology/ technology/ teaching English as a second language/ science/ student welfare.,Australia,Yes,Yes,,Yes,Yes,
MST,Victoria University,City Flinders,Master of Tourism and Destination Management,Victoria University Business School,"15,300",,AUD,Year,1.5,Years,IELTS,,,6.5,,,https://www.vu.edu.au/courses/international/BMTD,English,A,"The Master of Tourism and Destination Management prepares business graduates for managerial, policy development and planning roles in the rapidly growing tourism and events industries. This course incorporates tourism and management studies with a focus on addressing contemporary issues and challenges faced by destinations internationally. The program is embedded within an established suite of business programs including Victoria University’s internationally awarded MBA.","planning and policy development officers in government departments at national, state and local and regional levels/ research and planning officers with research and consulting firms/ tourism planning and promotion agency staff/ tourism educators through private providers and TAFE/ policy officers with professional and industry associations/ managers of attractions/ marketing and communication roles (events)/ planners within the travel sector (airlines and other major transport providers)/ self employment through tourism management businesses.",Australia,Yes,Yes,,Yes,Yes,
